id,name,altName,caloriesPer100g,proteinPer100g,carbsPer100g,fatPer100g,source
dost-329,Blue pea pod,Pukinggan bunga/Asian pigeonwings pod,68,3.8,12.2,0.4,DOST PH
dost-330,Borreria lvs & stems,Siksik parang dahon at tangkay/Slender false buttonweed,68,1.7,14.8,0.2,DOST PH
dost-331,Bottle gourd fruit,Upo bunga,20,0.4,4.3,0.1,DOST PH
dost-332,"Bottle gourd fruit, boiled","Upo bunga, nilaga",16,0.2,3.8,0,DOST PH
dost-333,Bottle gourd lvs,Upo dahon,43,3.3,6.2,0.6,DOST PH
dost-334,"Bottle gourd lvs, boiled","Upo dahon, nilaga",22,1.7,3.2,0.3,DOST PH
dost-335,Breadfruit fruit,Rimas bunga,65,2.4,12.8,0.5,DOST PH
dost-336,Breadnut fruit,Kamansi bunga,55,2.5,8.7,1.1,DOST PH
dost-337,Breadnut seed,Kamansi buto,72,3.4,11.9,1.2,DOST PH
dost-338,Bulak-bulakan pod,N/A,68,1.6,13.4,0.9,DOST PH
dost-339,Busi-busi lvs,N/A,54,3.1,6,2,DOST PH
dost-340,"Cabbage, green","Repolyo, berde",31,1.6,5.9,0.1,DOST PH
dost-341,"Cabbage, green, boiled","Repolyo, berde, nilaga",23,0.6,5,0.1,DOST PH
dost-342,"Cabbage, red","Repolyo, pula",32,1.6,6,0.2,DOST PH
dost-343,"Cabbage, red, boiled","Repolyo, pula, nilaga",28,0.9,5.6,0.2,DOST PH
dost-344,Carrot,Karot,42,1.1,8.6,0.3,DOST PH
dost-345,"Carrot, boiled","Karot, nilaga",42,1.1,8.6,0.4,DOST PH
dost-346,"Cashew, young lvs",Kasuy talbos,113,4.9,22,0.6,DOST PH
dost-347,"Cashew, young lvs, boiled","Kasuy talbos, nilaga",57,2.4,10.9,0.4,DOST PH
dost-348,Cassava lvs,Kamoteng kahoy/Balinghoy dahon,83,7.1,10.5,1.4,DOST PH
dost-349,"Cassava lvs, boiled","Kamoteng kahoy/Balinghoy dahon, nilaga",43,3.4,5.7,0.7,DOST PH
dost-350,Cauliflower,N/A,32,2.1,5.2,0.3,DOST PH
dost-351,"Cauliflower, boiled",N/A,27,1.5,4.8,0.2,DOST PH
dost-352,Celery lvs & petioles,Baguio celery dahon at tangkay,25,1.2,5.1,0,DOST PH
dost-353,"Celery, Chinese, lvs & petioles",Kinchay dahon at tangkay/Leaf celery,37,2.4,5.4,0.6,DOST PH
dost-354,"Celery, Chinese, lvs & petioles, boiled","Kinchay dahon at tangkay, nilaga/Leaf celery, boiled",27,1.4,5,0.1,DOST PH
dost-355,Chayote fruit,Sayote bunga/Vegetable pear fruit,23,0.5,5.1,0.1,DOST PH
dost-356,"Chayote fruit, boiled","Sayote bunga, nilaga/Vegetable pear fruit, boiled",16,0.3,3.5,0.1,DOST PH
dost-357,Chayote lvs,Sayote dahon/Vegetable pear lvs,44,4.6,5.7,0.3,DOST PH
dost-358,"Chayote lvs, boiled","Sayote dahon, nilaga/Vegetable pear lvs, boiled",21,2.5,2.3,0.2,DOST PH
dost-359,Chinese cabbage,Pechay Baguio/Napa cabbage,21,1.7,2.9,0.3,DOST PH
dost-360,"Chinese cabbage, boiled","Pechay Baguio, nilaga/Napa cabbage, boiled",15,1,2.4,0.1,DOST PH
dost-361,Coconut cotyledon,Niyog tumbong,67,1.7,11.1,1.8,DOST PH
dost-362,"Coconut, heart of palm",Niyog ubod,47,4.3,5.7,0.8,DOST PH
dost-363,Fragrant manjack lvs,Anonang dahon,61,4.6,9.9,0.3,DOST PH
dost-364,Coriander lvs,Cilantro/Wansoy dahon,37,3,4.8,0.6,DOST PH
dost-365,Cowpea lvs,Paayap dahon,49,4.9,4.3,1.4,DOST PH
dost-366,"Cowpea lvs, boiled","Paayap dahon, nilaga",30,1.9,4.6,0.4,DOST PH
dost-367,Cowpea pod,Paayap bunga,51,3.4,8.5,0.4,DOST PH
dost-368,"Cowpea pod, boiled","Paayap bunga, nilaga",52,2.8,9.4,0.4,DOST PH
dost-369,"Cowpea seed, fresh","Paayap buto, sariwa",86,5.1,16.1,0.1,DOST PH
dost-370,Crown daisy lvs,Tangó dahon/Garland chrysanthemum lvs,23,2.3,2.6,0.4,DOST PH
dost-371,"Kutcharitas lvs, green","Calico plant lvs, green",54,2.6,9.2,0.8,DOST PH
dost-372,"Kutcharitas lvs, red","Calico plant lvs, red",84,2.3,17.4,0.6,DOST PH
dost-373,Cucumber,Pipino,16,0.5,3.2,0.1,DOST PH
dost-374,East Indian lotus fruit,Baino bunga,80,4.1,13.5,1.1,DOST PH
dost-375,East Indian lotus lvs,Baino dahon,46,4.7,5,0.8,DOST PH
dost-376,"East Indian lotus lvs, boiled","Baino dahon, nilaga",28,2.9,3.1,0.4,DOST PH
dost-377,Eggplant,Talong/Aubergine,29,1.2,5.5,0.2,DOST PH
dost-378,"Eggplant, boiled","Talong, nilaga/Aubergine, boiled",25,1,4.9,0.1,DOST PH
dost-379,Endive lvs,Eskarola dahon,29,1.6,5.3,0.2,DOST PH
dost-380,"Flowering fern, lvs",Tukod langit dahon/Kamraj lvs,68,3,12.6,0.6,DOST PH
dost-381,Foetid cassia lvs,Katanda dahon,88,4.4,15.3,1,DOST PH
dost-382,Fragrant premna lvs,Alagaw dahon,100,5.4,17,1.1,DOST PH
dost-383,"Fragrant premna lvs, boiled","Alagaw dahon, nilaga",53,1.1,11.4,0.3,DOST PH
dost-384,"Galo fruit, whole",N/A,165,3.9,33.4,1.8,DOST PH
dost-385,"Galo pulp, boiled",N/A,80,3,16.2,0.4,DOST PH
dost-386,"Galo seed, boiled",N/A,215,5.1,40.3,3.7,DOST PH
dost-387,Garlic bulb,Bawang ulo,129,7,24.6,0.3,DOST PH
dost-388,Garlic lvs,Bawang dahon,50,2,9.2,0.6,DOST PH
dost-389,"Garlic lvs, boiled","Bawang dahon, nilaga",45,1.1,8.8,0.6,DOST PH
dost-390,Garlic lvs & bulb,Bawang dahon at ulo,79,2.6,15.8,0.6,DOST PH
dost-391,Glynus lvs,Sarsalida/Papait dahon,39,3.7,4.2,0.8,DOST PH
dost-392,Guava lvs,Bayabas dahon,131,4.5,22.9,2.4,DOST PH
dost-393,Himbaba-o flower,Alokon bulaklak,68,6.3,8.1,1.1,DOST PH
dost-394,"Himbaba-o flower, boiled","Alokon bulaklak, nilaga",52,2.9,8.1,0.9,DOST PH
dost-395,Himbaba-o lvs,Alokon dahon,86,5.8,12.6,1.4,DOST PH
dost-396,"Himbaba-o lvs, boiled","Alokon dahon, nilaga",49,1.6,9.6,0.5,DOST PH
dost-397,Horseradish tree lvs,Malunggay dahon/Drumstick tree lvs,108,9.7,12.7,2,DOST PH
dost-398,"Horseradish tree lvs, boiled","Malunggay dahon, nilaga/ Drumstick tree lvs, boiled",63,3.1,10.6,0.9,DOST PH
dost-399,"Horseradish tree lvs, dwarf","Malunggay dahon, unano",89,9,6.2,3.1,DOST PH
dost-400,"Horseradish tree lvs, dwarf, boiled","Malunggay dahon, unano, nilaga",48,3,6.8,1,DOST PH
dost-401,"Horseradish tree lvs, Japanese","Malunggay dahon, Hapon",60,6.2,5.2,1.6,DOST PH
dost-402,"Horseradish tree lvs, Japanese, boiled","Malunggay dahon, Hapon, nilaga",42,2.4,5.5,1.1,DOST PH
dost-403,Horseradish tree pod,Malunggay bunga,93,2.5,19.9,0.4,DOST PH
dost-404,"Horseradish tree pod, boiled","Malunggay bunga, nilaga",25,1.1,4.6,0.2,DOST PH
dost-405,Hyacinth bean pod,Bataw bunga,45,2.5,7.8,0.4,DOST PH
dost-406,"Hyacinth bean pod, boiled","Bataw bunga, nilaga",34,1.3,6.9,0.1,DOST PH
dost-407,"Jackfruit fruit, unripe","Langka bunga, hilaw",58,2,11.1,0.6,DOST PH
dost-408,Jackfruit seed,Langka buto,164,5.5,34.4,0.5,DOST PH
dost-409,"Jackfruit seed, boiled","Langka buto, nilaga",156,4.5,33.7,0.3,DOST PH
dost-410,Jute lvs,Saluyot/Pasaw dahon,71,6.1,9.1,1.1,DOST PH
dost-411,"Jute lvs, boiled","Saluyot/Pasaw dahon, nilaga",44,2.9,6.8,0.6,DOST PH
dost-412,Lagikway lvs,Sunset muskmallow lvs,54,4,6.8,1.2,DOST PH
dost-413,"Lagikway lvs, boiled","Sunset muskmallow lvs, boiled",30,1.3,5.3,0.4,DOST PH
dost-414,Chinese leek lvs,Kutsay dahon/Chinese chives lvs,34,2.4,4.6,0.7,DOST PH
dost-415,"Chinese leek lvs, boiled","Kutsay dahon, nilaga/Chinese chives lvs, boiled",19,1.3,2.6,0.4,DOST PH
dost-416,Lettuce lvs & petioles,Letsugas dahon at tangkay,22,1.3,3.4,0.4,DOST PH
dost-417,"Lettuce tree, young lvs",Koles maluko talbos,43,3.6,5,1,DOST PH
dost-418,"Lettuce tree, young lvs, boiled","Koles maluko talbos, nilaga",26,0.7,3.1,1.2,DOST PH
dost-419,Lima bean pod,Patani bunga,126,8.3,21.7,0.7,DOST PH
dost-420,"Lima bean pod, boiled","Patani bunga, nilaga",100,7,17.2,0.3,DOST PH
dost-421,"Limang sugat, young lvs",N/A,56,3.4,10.1,0.2,DOST PH
dost-422,Malabar nightshade lvs,Alugbati dahon/Spinach vine lvs,33,2.4,5,0.4,DOST PH
dost-423,"Malabar nightshade lvs, boiled","Alugbati dahon, nilaga",21,0.6,4.3,0.2,DOST PH
dost-424,Malibaddu,Lubeg,50,1.2,10.8,0.2,DOST PH
dost-425,"Mango, young lvs",Mangga talbos,90,3,17.8,0.7,DOST PH
dost-426,"Mango, young lvs, boiled","Mangga talbos, nilaga",50,1.6,9.9,0.4,DOST PH
dost-427,Marrow-stem kale lvs and stems,Kales dahon at tangkay,34,3.1,4.3,0.5,DOST PH
dost-428,Mexican lilac flower,Kakawati bulaklak,58,2.8,10.1,0.7,DOST PH
dost-429,"Mexican lilac flowers, boiled","Kakawati bulaklak, nilaga",31,1.4,5.8,0.2,DOST PH
dost-430,Morning glory lvs,Malakamote dahon,57,4,9.3,0.4,DOST PH
dost-431,"Mung bean seed, fresh","Munggo buto, sariwa",119,7.7,21.6,0.2,DOST PH
dost-432,Mung bean sprout,Toge,64,5.7,10,0.1,DOST PH
dost-433,"Mung bean sprout, boiled","Toge, nilaga",54,4.8,7,0.7,DOST PH
dost-434,"Mushroom, fresh","Kabuti, sariwa",48,3.8,6.9,0.6,DOST PH
dost-435,Mustard lvs,Mustasa dahon,24,2.3,2.7,0.4,DOST PH
dost-436,"Mustard lvs, boiled","Mustasa dahon, nilaga",21,1.3,2.7,0.6,DOST PH
dost-437,New Zealand spinach lvs,Ispinaka dahon,33,3.3,3.7,0.5,DOST PH
dost-438,"New Zealand spinach lvs, boiled","Ispinaka dahon, nilaga",28,1.4,4.9,0.3,DOST PH
dost-439,Okra,Ladyfinger,34,1.8,5.9,0.3,DOST PH
dost-440,"Okra, boiled","Ladyfinger, boiled",30,1,6.1,0.2,DOST PH
dost-441,"Onion, Bombay bulb","Sibuyas, Bombay ulo",52,1.7,10.5,0.3,DOST PH
dost-442,"Onion, Bombay bulb, boiled","Sibuyas, Bombay ulo, nilaga",47,1.2,9.7,0.4,DOST PH
dost-443,"Onion, garden shallot bulb","Sibuyas, Tagalog ulo",68,1.7,14.1,0.5,DOST PH
dost-444,"Onion, garden shallot bulb, boiled","Sibuyas, Tagalog ulo, nilaga",62,1.1,13.3,0.5,DOST PH
dost-445,"Onion, garden shallot lvs","Sibuyas, Tagalog, dahon",37,1.7,5.4,1,DOST PH
dost-446,"Onion, garden shallot lvs, boiled","Sibuyas, Tagalog, dahon, nilaga",27,1.3,4.1,0.6,DOST PH
dost-447,"Onion, spring","Sibuyas, mura",41,1.8,7.2,0.5,DOST PH
dost-448,"Onion, spring, boiled","Sibuyas, mura, nilaga",36,1.3,6.9,0.4,DOST PH
dost-449,Pako fern lvs,Fiddlehead fern lvs/Vegetable fern lvs,31,3.2,3.7,0.4,DOST PH
dost-450,"Pako fern lvs, boiled","Fiddlehead fern lvs, boiled",33,1.9,5.5,0.4,DOST PH
dost-451,"Palm-like fig, young lvs","Philippine fig, young lvs/Lubi-lubi talbos",50,3.9,6.9,0.7,DOST PH
dost-452,"Palm-like fig, young lvs, boiled","Philippine fig, young lvs, boiled/Lubi-lubi talbos, nilaga",19,1.2,3.2,0.2,DOST PH
dost-453,Pansit-pansitan,Olasiman-bato,15,0.9,2.5,0.2,DOST PH
dost-454,"Papaya fruit, unripe",N/A,27,1,5.5,0.1,DOST PH
dost-455,"Papaya, young lvs",N/A,106,6.1,16.7,1.6,DOST PH
dost-456,"Papaya, young lvs, boiled",N/A,67,4.6,9.5,1.2,DOST PH
dost-457,Papaya petioles,N/A,27,0.6,5.8,0.2,DOST PH
dost-458,"Papaya petioles, boiled",N/A,24,0.7,4.9,0.2,DOST PH
dost-459,Parsley lvs,N/A,58,4,8.4,0.9,DOST PH
dost-460,Pechay lvs,Petsay dahon,22,2.1,2.6,0.4,DOST PH
dost-461,"Pechay lvs, boiled","Petsay dahon, nilaga",21,1.7,2.4,0.5,DOST PH
dost-462,Pechay petioles,Petsay tangkay,14,0.6,2.1,0.3,DOST PH
dost-463,"Pechay petioles, boiled","Petsay tangkay, nilaga",11,0.4,1.9,0.2,DOST PH
dost-464,"Pepper, chili fruit","Sili, labuyo, bunga",75,4.8,9,2.2,DOST PH
dost-465,"Pepper, chili lvs","Sili, labuyo, dahon",60,5.8,6.4,1.2,DOST PH
dost-466,"Pepper, chili lvs, boiled","Sili, labuyo, dahon, nilaga",52,1.8,10.5,0.3,DOST PH
dost-467,"Pepper, sweet/bell long, green","Sili, sweet/bell, mahaba, berde",44,1.8,8.1,0.5,DOST PH
dost-468,"Pepper, sweet/bell, long, green, boiled","Sili, sweet/bell, mahaba, berde, nilaga",32,0.9,6.4,0.3,DOST PH
dost-469,"Pepper, sweet/bell, long, red","Sili, sweet/bell, mahaba, pula",75,2.4,14.4,0.9,DOST PH
dost-470,"Pepper, sweet/bell, round, green","Sili, sweet/bell, bilog, berde",28,0.9,5.6,0.2,DOST PH
dost-471,"Pepper, sweet/bell, round, green, boiled","Sili, sweet/bell, bilog, berde, nilaga",17,0.5,3.2,0.2,DOST PH
dost-472,"Pepper, sweet/bell, round, red","Sili, sweet/bell, bilog, pula",36,0.5,7.8,0.3,DOST PH
dost-473,Philippine spinach lvs,Talinum dahon/Ceylon spinach lvs,29,2.7,3.5,0.5,DOST PH
dost-474,"Philippine spinach lvs, boiled","Talinum dahon, nilaga/Ceylon spinach lvs, boiled",23,0.8,4.6,0.2,DOST PH
dost-475,Pigeon pea pod,Kadyos bunga,149,8.2,27.4,0.7,DOST PH
dost-476,"Pigeon pea pod, boiled","Kadyos bunga, nilaga",84,5.6,14.7,0.3,DOST PH
dost-477,"Pigeon pea seed, fresh","Kadyos buto, sariwa",143,8.2,26,0.7,DOST PH
dost-478,Malabar bauhinia lvs,Alibangbang/Alambangbang dahon,60,2.5,8.9,1.6,DOST PH
dost-479,"Prickly chaff-flower, lvs",Lupo-lupo/Hangod,59,6.4,6.2,1,DOST PH
dost-480,Purslane lvs,Olasiman dahon,31,2.3,4.5,0.4,DOST PH
dost-481,"Purslane lvs, boiled","Olasiman dahon, nilaga",26,1.3,4.6,0.3,DOST PH
dost-482,Racaba lvs,Bunga-bunga dahon/Dwarf copperleaf lvs,58,3.3,8.9,1,DOST PH
dost-483,Radish,"Labanos/Rabanos, lamang ugat",20,0.6,4.1,0.1,DOST PH
dost-484,"Radish, boiled","Labanos/Rabanos, lamang ugat, nilaga",15,0.2,3.2,0.1,DOST PH
dost-485,"Radish, pod","Labanos/Rabanos, bunga",33,1.7,6.2,0.1,DOST PH
dost-486,"Rhubarb, young petioles",Garden rhubarb,27,0.6,5.1,0.5,DOST PH
dost-487,Roselle lvs,N/A,63,2.8,11.6,0.6,DOST PH
dost-488,"Sabitan, lvs",N/A,70,6.2,9.6,0.7,DOST PH
dost-489,"Seaweed, gut weed, dried","Bitukang manok, tuyo/Hollow green nori, dried",108,1.4,24.8,0.4,DOST PH
dost-490,Sea purslane lvs,Dampalit dahon,25,1.8,3.6,0.4,DOST PH
dost-491,"Sea purslane lvs, boiled","Dampalit dahon, nilaga",36,1,7.5,0.2,DOST PH
dost-492,"Seaweed, balbalulang",Balbalulang/Balbalolang,23,0.4,4.6,0.3,DOST PH
dost-493,"Seaweed, gamet, dried","Gamet, tuyo",252,23.7,36.7,1.2,DOST PH
dost-494,"Seaweed, kawkawayan",Kawkawayan/Gulaman dagat/Ceylon moss seaweed,67,2.2,11.2,1.5,DOST PH
dost-495,"Seaweed, kulot",Kulot,24,0.6,4.6,0.4,DOST PH
dost-496,"Seaweed, lato",Lato,10,0.1,2.1,0.1,DOST PH
dost-497,"Seaweed, pokpoklo",Pokpoklo,14,1.2,1.8,0.2,DOST PH
dost-498,Sesbania flower,Katuray bulaklak,31,1,6.1,0.3,DOST PH
dost-499,"Sesbania flower, boiled","Katuray bulaklak, nilaga",28,1,5.4,0.3,DOST PH
dost-500,Sesbania lvs,Katuray dahon,76,6.6,9.2,1.4,DOST PH
dost-501,"Sesbania lvs, boiled","Katuray dahon, nilaga",51,6,4.9,0.8,DOST PH
dost-502,Slender/Spineless amaranth lvs,Kulitis dahon,59,4.5,7.8,1.1,DOST PH
dost-503,"Slender/Spineless amaranth lvs, boiled","Kulitis dahon, nilaga",34,3.3,4.4,0.4,DOST PH
dost-504,Snake gourd fruit,Pakupis bunga,18,0.6,4,0,DOST PH
dost-505,"Snap bean pod, green","Abitsuwelas/Baguio beans bunga, berde",36,2,6.8,0.1,DOST PH
dost-506,"Snap bean pod, green, boiled","Abitsuwelas/Baguio beans bunga, berde, nilaga",27,0.8,5.6,0.1,DOST PH
dost-507,"Snap bean pod, white","Abitsuwelas/Baguio beans bunga, puti",31,1.9,5.3,0.2,DOST PH
dost-508,"Snap bean pod, white, boiled","Abitsuwelas/Baguio beans bunga, puti, nilaga",14,1,2.3,0.1,DOST PH
dost-509,"Snap bean seed, black & brown, fresh","Abitsuwelas/Baguio beans buto, kulay kape, sariwa",185,11.3,33.5,0.6,DOST PH
dost-510,Snow/Sugar pea pod,Sitsaro,67,3,12.8,0.4,DOST PH
dost-511,"Snow/Sugar pea pod, boiled","Sitsaro, nilaga",40,1.5,7.6,0.4,DOST PH
dost-512,"Soybean seed, fresh","Utaw buto, sariwa",151,13.1,10.9,6.1,DOST PH
dost-513,"Soybean seed, fresh, boiled","Utaw buto, sariwa, nilaga",144,12.4,9.3,6.4,DOST PH
dost-514,"Spanish plum, young lvs",Siniguelas talbos,66,4.5,9.3,1.2,DOST PH
dost-515,"Spanish plum, young lvs, boiled","Siniguelas talbos, nilaga",39,1.9,6.4,0.6,DOST PH
dost-516,Spiny pigweed/Thorny amaranth lvs,Uray dahon,63,5.5,8.2,0.9,DOST PH
dost-517,"Spiny pigweed/Thorny amaranth lvs, boiled","Uray dahon, nilaga",37,1.6,6.9,0.3,DOST PH
dost-518,Sponge gourd fruit,Patola bunga,21,0.7,4.3,0.1,DOST PH
dost-519,"Sponge gourd fruit, boiled","Patola bunga, nilaga",16,0.4,2.7,0.4,DOST PH
dost-520,Sponge gourd lvs,Patola dahon,37,4,3.9,0.6,DOST PH
dost-521,"Sponge gourd lvs, boiled","Patola dahon, nilaga",14,1.4,1.8,0.1,DOST PH
dost-522,Squash flower,Kalabasa bulaklak,33,1.9,5.2,0.5,DOST PH
dost-523,"Squash flower, boiled","Kalabasa bulaklak, nilaga",19,0.4,4.1,0.1,DOST PH
dost-524,Squash fruit,Kalabasa bunga,68,1.2,15.3,0.2,DOST PH
dost-525,"Squash fruit, boiled","Kalabasa bunga, nilaga",47,0.4,10.8,0.2,DOST PH
dost-526,Squash lvs,Kalabasa dahon,38,3.4,4.8,0.6,DOST PH
dost-527,"Squash lvs, boiled","Kalabasa dahon, nilaga",27,1.6,4.2,0.4,DOST PH
dost-528,"Squash, summer fruit","Kalabasa bunga, puti",21,0.6,4.3,0.2,DOST PH
dost-529,String/Yard long bean lvs,Sitaw talbos,44,4.2,6,0.4,DOST PH
dost-530,"String/Yard long bean lvs, boiled","Sitaw talbos, nilaga",27,2.1,4.3,0.2,DOST PH
dost-531,"String/Yard long bean pod, green","Sitaw bunga, berde",38,2.7,6.2,0.3,DOST PH
dost-532,"String/Yard long bean pod, green, boiled","Sitaw bunga, berde, nilaga",52,4,7.9,0.5,DOST PH
dost-533,"String/Yard long bean pod, red","Sitaw bunga, pula",44,2.8,7.8,0.2,DOST PH
dost-534,"String/Yard long bean pod, red, boiled","Sitaw bunga, pula, nilaga",35,1.5,6.7,0.2,DOST PH
dost-535,"String/Yard long bean pod, white","Sitaw bunga, puti",47,2.2,8.8,0.3,DOST PH
dost-536,"String/Yard long bean pod, white, boiled","Sitaw bunga, puti, nilaga",23,1.4,4.1,0.1,DOST PH
dost-537,"String/Yard long bean seed, green, fresh","Sitaw buto, berde, sariwa",119,9.2,18.8,0.8,DOST PH
dost-538,"String/Yard long bean seed, green, fresh, boiled","Sitaw buto, berde, sariwa, nilaga",119,12.7,16.1,0.4,DOST PH
dost-539,"Sugar palm, heart of palm",Kaong ubod,38,1.3,7,0.5,DOST PH
dost-540,Swamp amaranth lvs,Lupo dahon,52,5.1,7.5,0.2,DOST PH
dost-541,Swamp cabbage lvs,Kangkong dahon/Water spinach lvs,39,3.3,5.5,0.4,DOST PH
dost-542,"Swamp cabbage lvs, boiled","Kangkong dahon, nilaga/Water spinach lvs, boiled",28,1.5,4.7,0.4,DOST PH
dost-543,Sweet potato lvs,Kamote dahon,49,3.9,7.2,0.5,DOST PH
dost-544,"Sweet potato lvs, boiled","Kamote dahon, nilaga",29,1.1,4.6,0.7,DOST PH
dost-545,"Sweet potato lvs, purple","Kamote dahon, murado",69,4.7,11.3,0.6,DOST PH
dost-546,"Sweet potato lvs, purple, boiled","Kamote dahon, murado, nilaga",24,1.8,3.5,0.3,DOST PH
dost-547,Tamarind flower,Sampalok bulaklak,86,2.5,15,1.8,DOST PH
dost-548,Tamarind lvs,Sampalok dahon,80,3.9,13.9,1,DOST PH
dost-549,"Tamarind lvs, boiled","Sampalok dahon, nilaga",54,2.4,9.9,0.5,DOST PH
dost-550,Ivy gourd lvs,Tamling dahon,49,4.9,3.9,1.5,DOST PH
dost-551,"Ivy gourd lvs, boiled","Tamling dahon, nilaga",49,3.5,7,0.8,DOST PH
dost-552,Taro lvs,Gabi dahon,73,4.3,10,1.8,DOST PH
dost-553,"Taro lvs, boiled","Gabi dahon, nilaga",48,1.4,9.7,0.4,DOST PH
dost-554,Taro petioles,Gabi tangkay,21,0.3,4.6,0.2,DOST PH
dost-555,"Taro petioles, boiled","Gabi tangkay, nilaga",15,0.2,3.2,0.1,DOST PH
dost-556,Tomato,Kamatis,25,0.8,5.2,0.1,DOST PH
dost-557,"Tomato, boiled","Kamatis, nilaga",25,0.4,5.6,0.1,DOST PH
dost-558,"Tomato, Spanish, ripe","Kamatis, Kastila, hinog",64,2.3,12.9,0.4,DOST PH
dost-559,Yam bean,Singkamas lamang-ugat/Jicama,45,1.1,9.8,0.2,DOST PH
dost-560,"Yam bean, pod",Singkamas bunga,52,2.6,9.6,0.3,DOST PH
dost-561,"Water caltrop, boiled","Sungay kalabaw, nilaga/Bullnut, boiled",226,9.4,46.8,0.1,DOST PH
dost-562,Water chestnut,Apulid lamang-ugat,176,2.3,40.3,0.7,DOST PH
dost-563,"Water chestnut, boiled","Apulid lamang-ugat, nilaga",246,2.7,58.6,0.1,DOST PH
dost-564,Watercress,Tonghoy,26,1,4.8,0.3,DOST PH
dost-565,Wax gourd fruit,Kundol bunga,20,0.4,3.8,0.3,DOST PH
dost-566,"Wax gourd fruit, boiled","Kundol bunga, nilaga",13,0.1,3,0.1,DOST PH
dost-567,Wild ginger,Tumbong aso/Bitter ginger,32,2.1,5,0.4,DOST PH
dost-568,Winged bean pod,"Sigarilyas/Kalamismis, bunga",31,2,5.1,0.3,DOST PH
dost-569,"Winged bean pod, boiled","Sigarilyas/Kalamismis bunga, nilaga",35,1.6,6.4,0.3,DOST PH
dost-570,"Asparagus, cnd",N/A,30,1.6,5.1,0.4,DOST PH
dost-571,"Bamboo shoot, cnd","Labong, de lata",18,1.1,2.6,0.4,DOST PH
dost-572,"Bamboo shoot, dried","Labong, tuyo",357,17.1,69,1.4,DOST PH
dost-573,"Black wood ear mushroom, dried","Tengang daga, tuyo",325,8.4,71.6,0.5,DOST PH
dost-574,"Cucumber, salted, cnd","Pipino, inasnan, de lata",37,2.9,5.8,0.2,DOST PH
dost-575,"Mushroom, cnd","Kabuti, de lata",23,2.3,2.5,0.4,DOST PH
dost-576,"Mushroom, dried","Kabuti, tuyo",331,16,64.6,0.9,DOST PH
dost-577,"Mustard lvs, pickled","Mustasa dahon, buro",16,1.4,2.3,0.1,DOST PH
dost-578,"Mustard lvs, salted","Mustasa dahon, inasnan",28,1.9,2.9,1,DOST PH
dost-579,"Olive, green, in brine","Aseytuna, berde",132,1.3,3.4,12.6,DOST PH
dost-580,"Olive, ripe, in brine","Aseytuna, hinog",158,1,2.6,16,DOST PH
dost-581,"Papaya fruit, unripe, dried","Papaya bunga, hilaw,  tuyo",335,6.7,75.7,0.6,DOST PH
dost-582,Pickle relish,N/A,145,0.3,33.9,0.9,DOST PH
dost-583,"Pickles, mixed",N/A,163,0.2,33.5,3.1,DOST PH
dost-584,"Pickles, papaya","Atsara, papaya",203,0.8,30.3,8.7,DOST PH
dost-585,"Pickles, whole, gherkins",N/A,132,0.4,28.7,1.7,DOST PH
dost-586,"Pimiento, cnd",N/A,20,0.6,3.3,0.5,DOST PH
dost-587,"Radish, salted, cnd","Labanos, inasnan, de lata",46,2.7,7.8,0.4,DOST PH
dost-588,"Taro lvs, dried","Gabi dahon, tuyo",388,23.1,53.1,9.2,DOST PH
dost-589,"Bagbagkong flower, raw",Sabidukong/Latok,49,4.1,6.9,0.6,DOST PH
dost-590,"Batwan, immature fruit, raw",Binucao/Binukaw,53,0.6,12.4,0.1,DOST PH
dost-591,"Bitter melon/gourd, wild, fruit, raw",Ampalayang ligaw,29,1.2,5.4,0.3,DOST PH
dost-592,"Malunggay leaves powder, dry",-,382,28.8,47,8.7,DOST PH
dost-593,"Mangrove apple, raw",Bakawan bunga,72,1.6,15.2,0.5,DOST PH
dost-594,"Ivy gourd, immature fruit, raw",Tamling bunga,28,1.2,5.2,0.3,DOST PH
dost-595,"Basil, sweet, fresh",-,46,3.3,6.9,0.6,DOST PH
dost-596,"Libas, mature lvs","Common hog plum lvs, mature",90,3.8,15.7,1.3,DOST PH
dost-597,"Libas, young lvs","Common hog plum lvs, young",84,2.8,16.5,0.7,DOST PH
dost-598,"Thyme, fresh",N/A,118,5.3,20,1.9,DOST PH
dost-599,"Apple, green","Mansanas, berde",63,0.5,14.9,0.1,DOST PH
dost-600,"Apple, red","Mansanas, pula",67,0.7,15.8,0.1,DOST PH
dost-601,Atemoya,N/A,63,0.5,14.5,0.3,DOST PH
dost-602,"Avocado, green","Abokado, berde",101,0.9,10.5,6.2,DOST PH
dost-603,"Avocado, red","Abokado, murado",100,0.9,7,7.6,DOST PH
dost-604,"Banana, bungulan","Saging, bungulan",106,1,24.5,0.4,DOST PH
dost-605,"Banana, butuan","Saging, butuan",101,1.3,23.2,0.3,DOST PH
dost-606,"Banana, cavendish, ripe","Saging, cavendish, hinog",104,0.9,23.1,0.9,DOST PH
dost-607,"Banana, cavendish, unripe","Saging, cavendish, hilaw",112,1.1,25.4,0.7,DOST PH
dost-608,"Banana, gloria","Saging, gloria",132,1.1,31.7,0.1,DOST PH
dost-609,"Banana, lacatan","Saging, lakatan",126,1.4,29.6,0.2,DOST PH
